	loss	accuracy	precision	recall	f1
0	72.71696	0.078125	0.07874016	0.90909094	0.14492753
1	72.32867	0.0234375	0.0234375	1.0	0.045801528
2	70.921486	0.0625	0.0625	1.0	0.11764706
3	71.928566	0.0234375	0.0234375	1.0	0.045801528
4	70.601166	0.0234375	0.0234375	1.0	0.045801528
5	71.82148	0.03125	0.03125	1.0	0.060606062
6	70.21931	0.0390625	0.0390625	1.0	0.075187966
7	70.6501	0.0390625	0.0390625	1.0	0.075187966
8	70.3383	0.0234375	0.0234375	1.0	0.045801528
9	69.903275	0.0234375	0.023622047	0.75	0.045801524
10	70.31103	0.015625	0.015625	1.0	0.03076923
11	68.39539	0.03125	0.03125	1.0	0.060606062
12	70.31353	0.0234375	0.0234375	1.0	0.045801528
13	69.92376	0.0390625	0.0390625	1.0	0.075187966
14	68.647354	0.0234375	0.0234375	1.0	0.045801528
15	69.90132	0.046875	0.046875	1.0	0.08955224
16	68.6109	0.03125	0.03125	1.0	0.060606062
17	69.033356	0.0390625	0.0390625	1.0	0.075187966
18	68.57067	0.03125	0.03125	1.0	0.060606062
19	68.05682	0.015625	0.015625	1.0	0.03076923
20	67.0091	0.015625	0.015625	1.0	0.03076923
21	67.89971	0.046875	0.047244094	0.85714287	0.08955224
22	67.969864	0.0546875	0.0546875	1.0	0.1037037
23	67.647194	0.015625	0.007874016	1.0	0.015625
24	69.292206	0.0546875	0.047244094	1.0	0.09022556
25	67.918365	0.03125	0.03125	1.0	0.060606062
26	67.84301	0.0390625	0.031496063	1.0	0.061068702
27	67.9416	0.03125	0.03125	1.0	0.060606062
28	67.13305	0.0234375	0.0234375	1.0	0.045801528
29	67.68197	0.0546875	0.0546875	1.0	0.1037037
30	67.000404	0.015625	0.015748031	0.6666667	0.03076923
31	67.77611	0.0390625	0.0390625	1.0	0.075187966
32	68.24484	0.03125	0.03125	1.0	0.060606062
33	66.48555	0.015625	0.015748031	0.6666667	0.03076923
34	67.33709	0.015625	0.015625	1.0	0.03076923
35	67.56932	0.03125	0.03125	1.0	0.060606062
36	66.97285	0.0390625	0.0390625	1.0	0.075187966
37	67.366	0.03125	0.03125	1.0	0.060606062
38	67.55801	0.0234375	0.0234375	1.0	0.045801528
39	67.37254	0.0546875	0.0546875	1.0	0.1037037
40	67.5085	0.015625	0.015625	1.0	0.03076923
41	67.80006	0.0390625	0.0390625	1.0	0.075187966
42	67.79634	0.03125	0.03125	1.0	0.060606062
43	66.42506	0.0390625	0.0390625	1.0	0.075187966
44	65.48166	0.03125	0.03125	1.0	0.060606062
45	67.147545	0.0390625	0.03937008	0.8333333	0.075187966
46	66.51587	0.0625	0.0625	1.0	0.11764706
47	66.89717	0.0703125	0.070866145	0.9	0.13138686
48	66.15166	0.0390625	0.0390625	1.0	0.075187966
49	66.31488	0.046875	0.046875	1.0	0.08955224
50	66.94734	0.046875	0.047244094	0.85714287	0.08955224
51	66.65692	0.015625	0.015625	1.0	0.03076923
52	65.776436	0.0703125	0.0703125	1.0	0.13138686
53	65.61656	0.0546875	0.0546875	1.0	0.1037037
54	66.117424	0.046875	0.046875	1.0	0.08955224
55	65.674866	0.0390625	0.0390625	1.0	0.075187966
56	66.148415	0.0390625	0.0390625	1.0	0.075187966
57	65.347305	0.0078125	0.007874016	0.5	0.015503876
58	66.02161	0.046875	0.047244094	0.85714287	0.08955224
59	67.15718	0.03125	0.031496063	0.8	0.060606062
60	66.625336	0.0390625	0.03968254	0.71428573	0.075187966
61	65.77074	0.03125	0.03125	1.0	0.060606062
62	64.99287	0.03125	0.03125	1.0	0.060606062
63	65.62241	0.0234375	0.0234375	1.0	0.045801528
64	64.590164	0.0	0.0	0	0
65	66.328026	0.046875	0.047244094	0.85714287	0.08955224
66	64.83431	0.015625	0.015625	1.0	0.03076923
67	64.83448	0.0625	0.0625	1.0	0.11764706
68	66.061226	0.03125	0.023622047	1.0	0.046153847
69	65.76057	0.015625	0.015625	1.0	0.03076923
70	65.634094	0.0078125	0.0078125	1.0	0.015503876
71	65.80922	0.015625	0.015748031	0.6666667	0.03076923
72	64.958466	0.03125	0.03125	1.0	0.060606062
73	66.00523	0.046875	0.046875	1.0	0.08955224
74	64.91459	0.015625	0.015625	1.0	0.03076923
0	65.32628	0.015625	0.015625	1.0	0.03076923
1	64.78133	0.0390625	0.03937008	0.8333333	0.075187966
2	63.539185	0.03125	0.03125	1.0	0.060606062
3	64.50425	0.03125	0.03125	1.0	0.060606062
4	64.74086	0.0625	0.0625	1.0	0.11764706
5	63.571316	0.03125	0.03125	1.0	0.060606062
6	64.365326	0.03125	0.03125	1.0	0.060606062
7	62.741257	0.015625	0.015625	1.0	0.03076923
8	62.756413	0.03125	0.03125	1.0	0.060606062
9	63.601715	0.09375	0.08661418	1.0	0.1594203
10	62.428528	0.046875	0.046875	1.0	0.08955224
11	63.33172	0.0234375	0.0234375	1.0	0.045801528
12	61.104134	0.0546875	0.0546875	1.0	0.1037037
13	62.17175	0.03125	0.03125	1.0	0.060606062
14	62.314785	0.03125	0.023622047	1.0	0.046153847
15	62.240627	0.03125	0.03125	1.0	0.060606062
16	61.63649	0.046875	0.046875	1.0	0.08955224
17	62.03731	0.03125	0.03125	1.0	0.060606062
18	61.218964	0.0234375	0.0234375	1.0	0.045801528
19	61.13416	0.03125	0.031496063	0.8	0.060606062
20	62.1858	0.0234375	0.023622047	0.75	0.045801524
21	61.592113	0.0625	0.0625	1.0	0.11764706
22	61.98651	0.0390625	0.03937008	0.8333333	0.075187966
23	61.425713	0.015625	0.015625	1.0	0.03076923
24	60.19409	0.03125	0.03125	1.0	0.060606062
25	61.081203	0.0390625	0.0390625	1.0	0.075187966
26	61.343525	0.046875	0.046875	1.0	0.08955224
27	61.60444	0.0234375	0.0234375	1.0	0.045801528
28	61.34883	0.0234375	0.0234375	1.0	0.045801528
29	60.04386	0.0234375	0.015748031	1.0	0.031007752
30	58.931427	0.0390625	0.0390625	1.0	0.075187966
31	59.6391	0.0234375	0.0234375	1.0	0.045801528
32	60.443897	0.0234375	0.0234375	1.0	0.045801528
33	60.018074	0.03125	0.03125	1.0	0.060606062
34	60.684803	0.046875	0.046875	1.0	0.08955224
35	60.083935	0.0390625	0.031496063	1.0	0.061068702
36	59.738857	0.0546875	0.0546875	1.0	0.1037037
37	59.70074	0.0234375	0.0234375	1.0	0.045801528
38	60.12924	0.0390625	0.031496063	1.0	0.061068702
39	60.659176	0.0234375	0.0234375	1.0	0.045801528
40	59.60108	0.0390625	0.0390625	1.0	0.075187966
41	59.58327	0.0390625	0.0390625	1.0	0.075187966
42	60.44316	0.0234375	0.0234375	1.0	0.045801528
