	loss	accuracy	precision	recall	f1
44	30.315517	0.0859375	0.041322313	0.8333333	0.07874016
45	30.079977	0.078125	0.040650405	1.0	0.078125
46	30.062038	0.03125	0.008	1.0	0.015873017
47	30.244087	0.0859375	0.048780486	1.0	0.093023255
48	29.786173	0.03125	0.015873017	1.0	0.03125
49	29.948826	0.0859375	0.071428575	1.0	0.13333334
50	29.774113	0.0546875	0.024193548	1.0	0.047244094
51	29.844994	0.0546875	0.04	0.8333333	0.07633587
52	29.675673	0.0859375	0.048780486	1.0	0.093023255
53	30.255518	0.0546875	0.024193548	1.0	0.047244094
54	30.678747	0.078125	0.032786883	1.0	0.06349206
55	29.549818	0.0390625	0.016	1.0	0.031496063
56	29.748737	0.1015625	0.07258064	1.0	0.13533834
57	30.243563	0.046875	0.031746034	1.0	0.061538465
58	29.972988	0.0546875	0.024193548	1.0	0.047244094
59	29.712372	0.0390625	0.031496063	1.0	0.061068702
60	29.85405	0.0390625	0.008064516	1.0	0.015999999
61	29.757437	0.0546875	0.03968254	1.0	0.076335885
62	29.392302	0.1171875	0.07377049	1.0	0.13740458
63	30.198294	0.0390625	0.031496063	1.0	0.061068702
64	30.147171	0.0390625	0.031746034	0.8	0.061068706
65	29.74475	0.1015625	0.06504065	1.0	0.122137405
66	29.200684	0.0703125	0.040650405	0.8333333	0.07751937
67	29.523497	0.078125	0.06349207	1.0	0.11940299
68	29.790863	0.015625	0.007874016	1.0	0.015625
69	29.353739	0.03125	0.016	0.6666667	0.031250004
70	29.830334	0.0859375	0.040983606	1.0	0.07874016
71	30.14185	0.1015625	0.07258064	1.0	0.13533834
72	29.449076	0.078125	0.070866145	1.0	0.13235295
73	29.45231	0.046875	0.008130081	1.0	0.016129032
74	29.2457	0.078125	0.06349207	1.0	0.11940299
