	loss	accuracy	precision	recall	f1
0	63.381798	0.0625	0.0625	1.0	0.11764706
1	61.289253	0.0234375	0.0234375	1.0	0.045801528
2	61.037544	0.0546875	0.0546875	1.0	0.1037037
3	60.84747	0.015625	0.015625	1.0	0.03076923
4	59.88312	0.03125	0.03125	1.0	0.060606062
5	59.915195	0.0703125	0.0703125	1.0	0.13138686
6	62.20183	0.0234375	0.0234375	1.0	0.045801528
7	59.921898	0.03125	0.03125	1.0	0.060606062
8	60.797817	0.03125	0.03125	1.0	0.060606062
9	58.930992	0.015625	0.015625	1.0	0.03076923
10	60.704556	0.046875	0.046875	1.0	0.08955224
11	60.601055	0.03125	0.03125	1.0	0.060606062
12	59.250275	0.0390625	0.0390625	1.0	0.075187966
13	58.969913	0.0390625	0.0390625	1.0	0.075187966
14	59.342472	0.03125	0.03125	1.0	0.060606062
15	58.803463	0.0234375	0.0234375	1.0	0.045801528
16	58.85356	0.0234375	0.0234375	1.0	0.045801528
17	59.253986	0.0234375	0.0234375	1.0	0.045801528
18	58.795227	0.015625	0.015625	1.0	0.03076923
19	58.355076	0.0546875	0.0546875	1.0	0.1037037
20	60.327568	0.0546875	0.0546875	1.0	0.1037037
21	57.617233	0.046875	0.046875	1.0	0.08955224
22	58.716343	0.015625	0.015625	1.0	0.03076923
23	58.167965	0.0390625	0.0390625	1.0	0.075187966
24	59.588623	0.03125	0.03125	1.0	0.060606062
25	59.790897	0.0078125	0.0078125	1.0	0.015503876
26	58.930805	0.0234375	0.0234375	1.0	0.045801528
27	59.501583	0.046875	0.046875	1.0	0.08955224
28	58.280216	0.0390625	0.0390625	1.0	0.075187966
29	58.97324	0.0390625	0.0390625	1.0	0.075187966
30	58.68267	0.0390625	0.0390625	1.0	0.075187966
31	58.92276	0.078125	0.078125	1.0	0.14492753
32	59.174553	0.046875	0.046875	1.0	0.08955224
33	58.283604	0.0546875	0.0546875	1.0	0.1037037
34	59.451397	0.0390625	0.0390625	1.0	0.075187966
35	57.728073	0.0234375	0.0234375	1.0	0.045801528
36	59.805508	0.0390625	0.0390625	1.0	0.075187966
37	58.22853	0.03125	0.03125	1.0	0.060606062
38	57.440224	0.0390625	0.0390625	1.0	0.075187966
39	58.77822	0.0390625	0.0390625	1.0	0.075187966
40	59.77377	0.03125	0.03125	1.0	0.060606062
41	58.79669	0.03125	0.03125	1.0	0.060606062
42	57.579464	0.0234375	0.0234375	1.0	0.045801528
43	58.2276	0.03125	0.03125	1.0	0.060606062
44	59.315945	0.0	0.0	0	0
45	57.87378	0.046875	0.046875	1.0	0.08955224
46	57.65923	0.046875	0.046875	1.0	0.08955224
47	58.28272	0.03125	0.03125	1.0	0.060606062
48	58.335342	0.0078125	0.0078125	1.0	0.015503876
49	56.67665	0.03125	0.03125	1.0	0.060606062
50	57.9901	0.046875	0.046875	1.0	0.08955224
51	58.34249	0.015625	0.015625	1.0	0.03076923
52	57.45736	0.0390625	0.0390625	1.0	0.075187966
53	58.345814	0.0	0.0	0	0
54	58.005505	0.0390625	0.0390625	1.0	0.075187966
55	58.0493	0.03125	0.03125	1.0	0.060606062
56	57.40386	0.0390625	0.0390625	1.0	0.075187966
57	58.179928	0.015625	0.015625	1.0	0.03076923
58	57.885952	0.03125	0.03125	1.0	0.060606062
59	58.04305	0.015625	0.015625	1.0	0.03076923
60	57.46936	0.03125	0.03125	1.0	0.060606062
61	57.98921	0.0546875	0.0546875	1.0	0.1037037
62	57.32036	0.015625	0.015625	1.0	0.03076923
63	56.809025	0.0390625	0.0390625	1.0	0.075187966
64	57.17633	0.0546875	0.0546875	1.0	0.1037037
65	56.456215	0.078125	0.078125	1.0	0.14492753
66	56.98679	0.015625	0.015625	1.0	0.03076923
67	57.054462	0.03125	0.03125	1.0	0.060606062
68	56.47755	0.0390625	0.0390625	1.0	0.075187966
69	56.831535	0.0234375	0.0234375	1.0	0.045801528
70	57.04093	0.0546875	0.0546875	1.0	0.1037037
71	57.837948	0.03125	0.03125	1.0	0.060606062
72	57.348827	0.0234375	0.0234375	1.0	0.045801528
73	57.9627	0.03125	0.03125	1.0	0.060606062
74	56.247047	0.0234375	0.0234375	1.0	0.045801528
0	55.08291	0.203125	0.07339449	0.8888889	0.13559322
1	55.464687	0.15625	0.036036037	0.8	0.06896552
2	55.48477	0.125	0.017699115	0.6666667	0.03448276
3	54.44434	0.171875	0.036697246	0.8	0.07017543
4	54.491035	0.171875	0.036697246	0.8	0.07017543
5	55.584236	0.1328125	0.026548672	0.75	0.051282052
6	53.633354	0.234375	0.057692308	1.0	0.10909091
7	53.48521	0.1875	0.037037037	1.0	0.071428575
8	54.895317	0.1953125	0.046296295	1.0	0.088495575
9	55.482414	0.125	0.050847456	1.0	0.0967742
10	54.11401	0.1328125	0.034782607	1.0	0.06722689
11	54.68806	0.140625	0.026785715	0.75	0.051724136
12	53.412754	0.1640625	0.036363635	0.8	0.069565214
13	55.0528	0.109375	0.01724138	1.0	0.033898305
14	54.08536	0.203125	0.046728972	1.0	0.08928572
15	54.414913	0.140625	0.0	0.0	0
16	53.962498	0.171875	0.028037382	0.6	0.053571425
17	54.78503	0.1171875	0.01754386	0.6666667	0.034188032
18	53.66675	0.1953125	0.03773585	0.8	0.07207207
19	51.68526	0.1953125	0.028846154	0.6	0.055045873
20	54.212082	0.125	0.03448276	1.0	0.06666667
21	53.161823	0.2109375	0.048076924	0.71428573	0.09009009
22	51.19425	0.234375	0.030612245	0.5	0.05769231
23	53.406227	0.15625	0.044247787	1.0	0.084745765
24	53.2383	0.1796875	0.018867925	0.6666667	0.03669725
25	53.01525	0.1796875	0.036697246	1.0	0.07079645
26	53.533005	0.1484375	0.018518519	0.4	0.035398234
27	52.813812	0.21875	0.0754717	0.8	0.13793103
28	53.400112	0.2109375	0.06542056	0.875	0.12173913
