	accuracy	precision	recall	f1
0	0.2890625	0.2913386	0.9736842	0.4484849
1	0.35546875	0.35826772	0.97849464	0.52449566
2	0.296875	0.296875	1.0	0.45783132
3	0.30859375	0.31474105	0.9404762	0.47164178
4	0.26953125	0.27165353	0.97183096	0.42461535
5	0.3359375	0.33596838	0.9770115	0.49999994
6	0.3125	0.32	0.9302326	0.47619048
7	0.30078125	0.3043478	0.9625	0.46246246
8	0.30859375	0.31225297	0.9634146	0.4716418
9	0.34375	0.34920636	0.95652175	0.5116279
10	0.31640625	0.31764707	0.9878049	0.48071218
11	0.28515625	0.28627452	0.9864865	0.443769
12	0.34375	0.34509805	0.98876405	0.511628
13	0.25390625	0.2579365	0.942029	0.40498444
14	0.31640625	0.3187251	0.95238096	0.47761196
15	0.27734375	0.2784314	0.9861111	0.4342508
16	0.26171875	0.26190478	0.95652175	0.41121498
17	0.34765625	0.34387353	0.9886364	0.510264
18	0.30078125	0.3031496	0.9746835	0.46246246
19	0.3046875	0.3043478	0.9746835	0.46385545
20	0.3203125	0.3241107	0.9647059	0.4852071
21	0.28515625	0.28346458	0.98630136	0.440367
22	0.296875	0.3015873	0.95	0.45783132
23	0.27734375	0.27952754	0.9726027	0.43425074
24	0.32421875	0.3254902	0.9880952	0.48967552
25	0.3203125	0.3241107	0.9647059	0.4852071
26	0.28515625	0.28515625	1.0	0.443769
27	0.34375	0.34251967	0.9886364	0.5087719
28	0.34375	0.34661356	0.95604396	0.50877196
29	0.3046875	0.3083004	0.962963	0.4670659
30	0.30078125	0.3019608	0.98717946	0.46246248
31	0.31640625	0.31496063	0.9876543	0.47761196
32	0.3359375	0.33858266	0.97727275	0.50292397
33	0.36328125	0.36758894	0.96875	0.5329513
34	0.3046875	0.30555555	0.9625	0.46385542
35	0.23046875	0.23320158	0.9516129	0.37460318
36	0.31640625	0.3187251	0.95238096	0.47761196
37	0.32421875	0.32156864	1.0	0.48664692
38	0.234375	0.234375	1.0	0.37974682
39	0.3125	0.31349206	0.9634146	0.47305387
40	0.27734375	0.27952754	0.9726027	0.43425074
41	0.30859375	0.31225297	0.9634146	0.4716418
42	0.2890625	0.2901961	0.9866667	0.4484849
43	0.32421875	0.32677165	0.9764706	0.48967555
44	0.25390625	0.25396827	0.95522386	0.40125394
45	0.3046875	0.3083004	0.962963	0.4670659
46	0.27734375	0.28174603	0.94666666	0.4342508
47	0.30859375	0.30980393	0.9875	0.4716418
48	0.3515625	0.3503937	0.98888886	0.51744187
49	0.26953125	0.27165353	0.97183096	0.42461535
