	accuracy	precision	recall	f1
0	0.3203125	0.2735043	0.9411765	0.42384106
1	0.3125	0.2905983	0.8717949	0.43589747
2	0.40625	0.38655463	0.93877554	0.5476191
3	0.4140625	0.375	1.0	0.54545456
4	0.359375	0.3442623	0.95454544	0.50602406
5	0.28125	0.22881356	0.96428573	0.369863
6	0.3359375	0.32231405	0.9285714	0.4785276
7	0.3671875	0.352459	0.95555556	0.51497
8	0.328125	0.29411766	0.9459459	0.44871798
9	0.34375	0.29411766	1.0	0.45454547
10	0.2734375	0.25	0.82857144	0.38410595
11	0.2890625	0.25619835	0.96875	0.40522873
12	0.3984375	0.35135135	0.8863636	0.5032258
13	0.296875	0.29508197	0.9	0.44444445
14	0.3125	0.26956522	0.8857143	0.41333336
15	0.375	0.34513274	0.8666667	0.49367088
16	0.3828125	0.35042736	0.9318182	0.5093168
17	0.40625	0.36752138	0.95555556	0.5308642
18	0.34375	0.31355932	0.925	0.4683544
19	0.28125	0.26666668	0.8888889	0.41025642
20	0.3984375	0.37398374	1.0	0.5443787
21	0.359375	0.33333334	0.95238096	0.4938272
22	0.34375	0.2972973	0.84615386	0.44
23	0.3828125	0.36666667	0.9361702	0.5269461
24	0.2890625	0.2413793	0.9032258	0.3809524
25	0.3125	0.29565218	0.8292683	0.43589744
26	0.296875	0.28333333	0.8947368	0.43037975
27	0.3125	0.29752067	0.9230769	0.45
28	0.3046875	0.2881356	0.8717949	0.43312103
29	0.3359375	0.31666666	0.9268293	0.47204965
30	0.296875	0.24369748	1.0	0.39189187
31	0.328125	0.31092438	0.902439	0.4625
32	0.4375	0.41379312	0.9230769	0.57142854
33	0.359375	0.33620688	0.8863636	0.48749998
34	0.421875	0.37719297	0.9347826	0.5375
35	0.3125	0.27586207	0.8888889	0.42105263
36	0.34375	0.27586207	1.0	0.4324324
37	0.34375	0.31034482	0.9	0.46153843
38	0.328125	0.2920354	0.84615386	0.4342105
39	0.328125	0.31578946	0.8181818	0.45569623
40	0.375	0.3275862	0.95	0.48717946
41	0.296875	0.28099173	0.9189189	0.43037972
42	0.3515625	0.3277311	0.9285714	0.48447207
43	0.2890625	0.25210086	0.9375	0.39735103
44	0.375	0.33620688	0.9285714	0.49367085
45	0.3515625	0.3478261	0.8333333	0.49079755
46	0.359375	0.338843	0.95348835	0.5
47	0.3125	0.26086956	0.90909094	0.4054054
48	0.4375	0.41666666	0.96153843	0.5813953
49	0.296875	0.25862068	0.88235295	0.4
