	accuracy	precision	recall	f1
0	0.671875	0.125	0.012820513	0.023255814
1	0.6328125	0.33333334	0.044444446	0.078431375
2	0.671875	0.1	0.013157895	0.023255814
3	0.6875	0.5555556	0.061728396	0.11111111
4	0.69140625	0.3	0.04	0.07058824
5	0.66015625	0.16666667	0.025316456	0.043956045
6	0.703125	0.3	0.041666668	0.07317074
7	0.671875	0.16666667	0.02631579	0.045454543
8	0.66015625	0.3529412	0.07317073	0.121212125
9	0.68359375	0.33333334	0.03846154	0.068965524
10	0.66015625	0.2857143	0.049382716	0.08421052
11	0.69140625	0.33333334	0.025974026	0.04819277
12	0.68359375	0.41666666	0.06329114	0.10989011
13	0.7109375	0.46153846	0.08219178	0.13953488
14	0.6796875	0.3	0.03846154	0.06818182
15	0.6328125	0.42857143	0.0989011	0.16071428
16	0.66796875	0.25	0.051948052	0.086021505
17	0.671875	0.16666667	0.0125	0.023255814
18	0.63671875	0.47368422	0.097826086	0.16216215
19	0.68359375	0.09090909	0.013888889	0.024096385
20	0.68359375	0.2777778	0.06849315	0.1098901
21	0.63671875	0.41666666	0.054945055	0.09708738
22	0.67578125	0.2857143	0.051948052	0.08791209
23	0.6484375	0.2857143	0.04761905	0.08163265
24	0.6875	0.3125	0.067567565	0.111111104
25	0.6328125	0.6	0.0927835	0.16071428
26	0.67578125	0.25	0.038961038	0.06741572
27	0.6328125	0.1904762	0.049382716	0.078431375
28	0.68359375	0.31578946	0.08108108	0.12903225
29	0.68359375	0.35714287	0.064935066	0.10989012
30	0.703125	0.3529412	0.08450704	0.13636364
31	0.62109375	0.26666668	0.044444446	0.07619048
32	0.6953125	0.44444445	0.051948052	0.093023255
33	0.703125	0.22222222	0.028169014	0.049999997
34	0.640625	0.11111111	0.011764706	0.021276597
35	0.6328125	0.35	0.07954545	0.12962963
36	0.6328125	0.2	0.03529412	0.060000002
37	0.6328125	0.11111111	0.011494253	0.020833332
38	0.65625	0.31578946	0.074074075	0.12
39	0.59765625	0.31578946	0.0625	0.104347825
40	0.62890625	0.29411766	0.056818184	0.0952381
41	0.6640625	0.3846154	0.060240965	0.10416667
42	0.67578125	0.25	0.038961038	0.06741572
43	0.671875	0.2	0.055555556	0.086956516
44	0.625	0.14285715	0.010989011	0.020408165
45	0.66015625	0.18181819	0.05479452	0.08421053
46	0.66015625	0.35714287	0.060240965	0.10309279
47	0.671875	0.21052632	0.05479452	0.086956516
48	0.6875	0.33333334	0.08108108	0.13043478
49	0.66796875	0.3846154	0.06097561	0.10526316
